t_s,q_NB_w,q_NB_x,q_NB_y,q_NB_z,omega_BN_B_x_radps,omega_BN_B_y_radps,omega_BN_B_z_radps,H_B_x_Nms,H_B_y_Nms,H_B_z_Nms,H_I_x_Nms,H_I_y_Nms,H_I_z_Nms,H_I_mag_Nms,KE_rot_J
53.03,0.748759,0.298615,0.577466,0.129316,0.0017181,0.0999803,0.200004,0.017181,1.4997,4.00007,4,-5.59552e-14,1.5,4.272,0.475
53.04,0.748338,0.299134,0.577542,0.130209,0.00161812,0.0999825,0.200003,0.0161812,1.49974,4.00007,4,-5.59552e-14,1.5,4.272,0.475
53.05,0.747916,0.299652,0.577618,0.131102,0.00151813,0.0999846,0.200003,0.0151813,1.49977,4.00006,4,-5.55112e-14,1.5,4.272,0.475
53.06,0.747493,0.300169,0.577693,0.131996,0.00141815,0.0999866,0.200003,0.0141815,1.4998,4.00005,4,-5.61773e-14,1.5,4.272,0.475
53.07,0.74707,0.300686,0.577767,0.132889,0.00131816,0.0999884,0.200002,0.0131816,1.49983,4.00004,4,-5.59552e-14,1.5,4.272,0.475
53.08,0.746646,0.301202,0.57784,0.133783,0.00121817,0.0999901,0.200002,0.0121817,1.49985,4.00004,4,-5.52891e-14,1.5,4.272,0.475
53.09,0.746221,0.301717,0.577913,0.134677,0.00111818,0.0999917,0.200002,0.0111818,1.49987,4.00003,4,-5.52891e-14,1.5,4.272,0.475
53.1,0.745795,0.302231,0.577985,0.135571,0.00101818,0.0999931,0.200001,0.0101818,1.4999,4.00003,4,-5.55112e-14,1.5,4.272,0.475
53.11,0.745369,0.302745,0.578055,0.136465,0.00091819,0.0999944,0.200001,0.0091819,1.49992,4.00002,4,-5.52891e-14,1.5,4.272,0.475
53.12,0.744942,0.303258,0.578126,0.137359,0.000818194,0.0999955,0.200001,0.00818194,1.49993,4.00002,4,-5.52891e-14,1.5,4.272,0.475
53.13,0.744514,0.30377,0.578195,0.138253,0.000718198,0.0999966,0.200001,0.00718198,1.49995,4.00001,4,-5.50671e-14,1.5,4.272,0.475
53.14,0.744085,0.304281,0.578264,0.139148,0.0006182,0.0999975,0.2,0.006182,1.49996,4.00001,4,-5.4845e-14,1.5,4.272,0.475
53.15,0.743655,0.304792,0.578331,0.140042,0.000518202,0.0999982,0.2,0.00518202,1.49997,4.00001,4,-5.4623e-14,1.5,4.272,0.475
53.16,0.743225,0.305302,0.578398,0.140937,0.000418204,0.0999988,0.2,0.00418204,1.49998,4,4,-5.4623e-14,1.5,4.272,0.475
53.17,0.742794,0.305811,0.578465,0.141831,0.000318205,0.0999993,0.2,0.00318205,1.49999,4,4,-5.4623e-14,1.5,4.272,0.475
53.18,0.742362,0.306319,0.57853,0.142726,0.000218205,0.0999997,0.2,0.00218205,1.5,4,4,-5.44009e-14,1.5,4.272,0.475
53.19,0.741929,0.306827,0.578595,0.143621,0.000118205,0.0999999,0.2,0.00118205,1.5,4,4,-5.4845e-14,1.5,4.272,0.475
53.2,0.741496,0.307334,0.578658,0.144516,1.82052e-05,0.1,0.2,0.000182052,1.5,4,4,-5.44009e-14,1.5,4.272,0.475
53.21,0.741061,0.30784,0.578721,0.145411,-8.17948e-05,0.1,0.2,-0.000817948,1.5,4,4,-5.44009e-14,1.5,4.272,0.475
53.22,0.740626,0.308345,0.578784,0.146307,-0.000181795,0.0999998,0.2,-0.00181795,1.5,4,4,-5.39568e-14,1.5,4.272,0.475
53.23,0.74019,0.30885,0.578845,0.147202,-0.000281794,0.0999995,0.2,-0.00281794,1.49999,4,4,-5.37348e-14,1.5,4.272,0.475
53.24,0.739754,0.309353,0.578906,0.148097,-0.000381794,0.099999,0.2,-0.00381794,1.49999,4,4,-5.37348e-14,1.5,4.272,0.475
53.25,0.739317,0.309856,0.578966,0.148993,-0.000481793,0.0999985,0.2,-0.00481793,1.49998,4.00001,4,-5.37348e-14,1.5,4.272,0.475
53.26,0.738878,0.310359,0.579025,0.149889,-0.000581791,0.0999977,0.2,-0.00581791,1.49997,4.00001,4,-5.32907e-14,1.5,4.272,0.475
53.27,0.73844,0.31086,0.579083,0.150785,-0.000681788,0.0999969,0.200001,-0.00681788,1.49995,4.00001,4,-5.35127e-14,1.5,4.272,0.475
53.28,0.738,0.311361,0.57914,0.15168,-0.000781785,0.0999959,0.200001,-0.00781785,1.49994,4.00002,4,-5.35127e-14,1.5,4.272,0.475
53.29,0.737559,0.311861,0.579197,0.152576,-0.000881781,0.0999948,0.200001,-0.00881781,1.49992,4.00002,4,-5.30687e-14,1.5,4.272,0.475
53.3,0.737118,0.31236,0.579253,0.153473,-0.000981776,0.0999936,0.200001,-0.00981776,1.4999,4.00002,4,-5.30687e-14,1.5,4.272,0.475
53.31,0.736676,0.312859,0.579308,0.154369,-0.00108177,0.0999922,0.200001,-0.0108177,1.49988,4.00003,4,-5.28466e-14,1.5,4.272,0.475
53.32,0.736234,0.313357,0.579362,0.155265,-0.00118176,0.0999907,0.200002,-0.0118176,1.49986,4.00003,4,-5.30687e-14,1.5,4.272,0.475
53.33,0.73579,0.313854,0.579415,0.156161,-0.00128175,0.099989,0.200002,-0.0128175,1.49984,4.00004,4,-5.28466e-14,1.5,4.272,0.475
53.34,0.735346,0.31435,0.579468,0.157058,-0.00138174,0.0999873,0.200002,-0.0138174,1.49981,4.00005,4,-5.26246e-14,1.5,4.272,0.475
53.35,0.734901,0.314845,0.57952,0.157954,-0.00148173,0.0999854,0.200003,-0.0148173,1.49978,4.00005,4,-5.24025e-14,1.5,4.272,0.475
53.36,0.734455,0.31534,0.579571,0.158851,-0.00158172,0.0999833,0.200003,-0.0158172,1.49975,4.00006,4,-5.26246e-14,1.5,4.272,0.475
53.37,0.734009,0.315834,0.579621,0.159748,-0.0016817,0.0999811,0.200004,-0.016817,1.49972,4.00007,4,-5.17364e-14,1.5,4.272,0.475
53.38,0.733562,0.316327,0.57967,0.160645,-0.00178168,0.0999788,0.200004,-0.0178168,1.49968,4.00008,4,-5.21805e-14,1.5,4.272,0.475
53.39,0.733114,0.31682,0.579719,0.161542,-0.00188166,0.0999764,0.200004,-0.0188166,1.49965,4.00009,4,-5.17364e-14,1.5,4.272,0.475
53.4,0.732665,0.317312,0.579766,0.162439,-0.00198164,0.0999738,0.200005,-0.0198164,1.49961,4.0001,4,-5.15143e-14,1.5,4.272,0.475
53.41,0.732215,0.317803,0.579813,0.163336,-0.00208161,0.0999711,0.200005,-0.0208161,1.49957,4.00011,4,-5.17364e-14,1.5,4.272,0.475
53.42,0.731765,0.318293,0.579859,0.164233,-0.00218159,0.0999683,0.200006,-0.0218159,1.49952,4.00012,4,-5.12923e-14,1.5,4.272,0.475
53.43,0.731314,0.318782,0.579905,0.16513,-0.00228156,0.0999653,0.200007,-0.0228156,1.49948,4.00013,4,-5.08482e-14,1.5,4.272,0.475
53.44,0.730863,0.319271,0.579949,0.166027,-0.00238152,0.0999622,0.200007,-0.0238152,1.49943,4.00014,4,-5.06262e-14,1.5,4.272,0.475
53.45,0.73041,0.319759,0.579993,0.166925,-0.00248149,0.0999589,0.200008,-0.0248149,1.49938,4.00015,4,-5.04041e-14,1.5,4.272,0.475
53.46,0.729957,0.320246,0.580036,0.167822,-0.00258145,0.0999556,0.200008,-0.0258145,1.49933,4.00017,4,-4.996e-14,1.5,4.272,0.475
53.47,0.729503,0.320732,0.580078,0.16872,-0.00268141,0.0999521,0.200009,-0.0268141,1.49928,4.00018,4,-5.01821e-14,1.5,4.272,0.475
53.48,0.729048,0.321218,0.580119,0.169617,-0.00278136,0.0999484,0.20001,-0.0278136,1.49923,4.00019,4,-4.9738e-14,1.5,4.272,0.475
53.49,0.728593,0.321703,0.580159,0.170515,-0.00288131,0.0999446,0.20001,-0.0288131,1.49917,4.00021,4,-4.95159e-14,1.5,4.272,0.475
53.5,0.728137,0.322187,0.580199,0.171413,-0.00298126,0.0999407,0.200011,-0.0298126,1.49911,4.00022,4,-4.90719e-14,1.5,4.272,0.475
53.51,0.72768,0.32267,0.580237,0.172311,-0.00308121,0.0999367,0.200012,-0.0308121,1.49905,4.00024,4,-4.86278e-14,1.5,4.272,0.475
53.52,0.727222,0.323153,0.580275,0.173209,-0.00318115,0.0999325,0.200013,-0.0318115,1.49899,4.00025,4,-4.84057e-14,1.5,4.272,0.475
53.53,0.726764,0.323635,0.580312,0.174107,-0.00328108,0.0999282,0.200013,-0.0328108,1.49892,4.00027,4,-4.81837e-14,1.5,4.272,0.475
53.54,0.726305,0.324116,0.580348,0.175005,-0.00338102,0.0999238,0.200014,-0.0338102,1.49886,4.00029,4,-4.81837e-14,1.5,4.272,0.475
53.55,0.725845,0.324596,0.580384,0.175903,-0.00348094,0.0999192,0.200015,-0.0348094,1.49879,4.0003,4,-4.81837e-14,1.5,4.272,0.475
53.56,0.725384,0.325075,0.580418,0.176801,-0.00358087,0.0999145,0.200016,-0.0358087,1.49872,4.00032,4,-4.77396e-14,1.5,4.272,0.475
53.57,0.724923,0.325554,0.580452,0.177699,-0.00368079,0.0999096,0.200017,-0.0368079,1.49864,4.00034,4,-4.77396e-14,1.5,4.272,0.475
53.58,0.724461,0.326032,0.580485,0.178598,-0.00378071,0.0999047,0.200018,-0.0378071,1.49857,4.00036,4,-4.77396e-14,1.5,4.272,0.475
53.59,0.723998,0.326509,0.580517,0.179496,-0.00388062,0.0998996,0.200019,-0.0388062,1.49849,4.00038,4,-4.77396e-14,1.5,4.272,0.475
53.6,0.723534,0.326986,0.580548,0.180395,-0.00398052,0.0998943,0.20002,-0.0398052,1.49841,4.0004,4,-4.79616e-14,1.5,4.272,0.475
53.61,0.72307,0.327462,0.580578,0.181293,-0.00408043,0.0998889,0.200021,-0.0408043,1.49833,4.00042,4,-4.75175e-14,1.5,4.272,0.475
53.62,0.722605,0.327937,0.580608,0.182192,-0.00418032,0.0998834,0.200022,-0.0418032,1.49825,4.00044,4,-4.77396e-14,1.5,4.272,0.475
53.63,0.72214,0.328411,0.580637,0.18309,-0.00428021,0.0998778,0.200023,-0.0428021,1.49817,4.00046,4,-4.81837e-14,1.5,4.272,0.475
53.64,0.721673,0.328884,0.580664,0.183989,-0.0043801,0.099872,0.200024,-0.043801,1.49808,4.00048,4,-4.79616e-14,1.5,4.272,0.475
53.65,0.721206,0.329357,0.580691,0.184888,-0.00447998,0.0998661,0.200025,-0.0447998,1.49799,4.0005,4,-4.70735e-14,1.5,4.272,0.475
53.66,0.720738,0.329829,0.580718,0.185786,-0.00457986,0.0998601,0.200026,-0.0457986,1.4979,4.00052,4,-4.70735e-14,1.5,4.272,0.475
53.67,0.72027,0.3303,0.580743,0.186685,-0.00467973,0.0998539,0.200027,-0.0467973,1.49781,4.00055,4,-4.72955e-14,1.5,4.272,0.475
53.68,0.7198,0.33077,0.580767,0.187584,-0.00477959,0.0998476,0.200029,-0.0477959,1.49771,4.00057,4,-4.64073e-14,1.5,4.272,0.475
53.69,0.71933,0.33124,0.580791,0.188483,-0.00487945,0.0998411,0.20003,-0.0487945,1.49762,4.0006,4,-4.59632e-14,1.5,4.272,0.475
53.7,0.71886,0.331709,0.580814,0.189382,-0.0049793,0.0998346,0.200031,-0.049793,1.49752,4.00062,4,-4.64073e-14,1.5,4.272,0.475
53.71,0.718388,0.332177,0.580836,0.190281,-0.00507915,0.0998279,0.200032,-0.0507915,1.49742,4.00064,4,-4.59632e-14,1.5,4.272,0.475
53.72,0.717916,0.332644,0.580857,0.19118,-0.00517899,0.099821,0.200034,-0.0517899,1.49732,4.00067,4,-4.61853e-14,1.5,4.272,0.475
53.73,0.717443,0.333111,0.580877,0.192079,-0.00527883,0.0998141,0.200035,-0.0527883,1.49721,4.0007,4,-4.64073e-14,1.5,4.272,0.475
53.74,0.71697,0.333577,0.580896,0.192979,-0.00537866,0.0998069,0.200036,-0.0537866,1.4971,4.00072,4,-4.61853e-14,1.5,4.272,0.475
53.75,0.716495,0.334042,0.580915,0.193878,-0.00547848,0.0997997,0.200038,-0.0547848,1.497,4.00075,4,-4.55191e-14,1.5,4.272,0.475
53.76,0.71602,0.334506,0.580933,0.194777,-0.00557829,0.0997923,0.200039,-0.0557829,1.49689,4.00078,4,-4.52971e-14,1.5,4.272,0.475
53.77,0.715545,0.334969,0.580949,0.195676,-0.0056781,0.0997848,0.20004,-0.056781,1.49677,4.00081,4,-4.50751e-14,1.5,4.272,0.475
53.78,0.715068,0.335432,0.580965,0.196576,-0.0057779,0.0997772,0.200042,-0.057779,1.49666,4.00083,4,-4.50751e-14,1.5,4.272,0.475
53.79,0.714591,0.335894,0.580981,0.197475,-0.0058777,0.0997694,0.200043,-0.058777,1.49654,4.00086,4,-4.4853e-14,1.5,4.272,0.475
53.8,0.714113,0.336355,0.580995,0.198374,-0.00597748,0.0997615,0.200045,-0.0597748,1.49642,4.00089,4,-4.4964e-14,1.5,4.272,0.475
53.81,0.713635,0.336816,0.581008,0.199274,-0.00607726,0.0997535,0.200046,-0.0607726,1.4963,4.00092,4,-4.45199e-14,1.5,4.272,0.475
53.82,0.713155,0.337275,0.581021,0.200173,-0.00617704,0.0997453,0.200048,-0.0617704,1.49618,4.00095,4,-4.45199e-14,1.5,4.272,0.475
53.83,0.712676,0.337734,0.581033,0.201073,-0.0062768,0.099737,0.200049,-0.062768,1.49605,4.00098,4,-4.4631e-14,1.5,4.272,0.475
53.84,0.712195,0.338193,0.581043,0.201972,-0.00637656,0.0997286,0.200051,-0.0637656,1.49593,4.00102,4,-4.41869e-14,1.5,4.272,0.475
53.85,0.711714,0.33865,0.581053,0.202872,-0.00647631,0.09972,0.200052,-0.0647631,1.4958,4.00105,4,-4.39648e-14,1.5,4.272,0.475
53.86,0.711232,0.339107,0.581062,0.203771,-0.00657605,0.0997113,0.200054,-0.0657605,1.49567,4.00108,4,-4.34097e-14,1.5,4.272,0.475
53.87,0.710749,0.339562,0.581071,0.204671,-0.00667579,0.0997024,0.200056,-0.0667579,1.49554,4.00111,4,-4.32987e-14,1.5,4.272,0.475
53.88,0.710265,0.340018,0.581078,0.205571,-0.00677551,0.0996935,0.200057,-0.0677551,1.4954,4.00115,4,-4.29656e-14,1.5,4.272,0.475
53.89,0.709781,0.340472,0.581085,0.20647,-0.00687523,0.0996844,0.200059,-0.0687523,1.49527,4.00118,4,-4.31877e-14,1.5,4.272,0.475
53.9,0.709297,0.340925,0.58109,0.20737,-0.00697494,0.0996751,0.200061,-0.0697494,1.49513,4.00122,4,-4.28546e-14,1.5,4.272,0.475
53.91,0.708811,0.341378,0.581095,0.20827,-0.00707464,0.0996658,0.200063,-0.0707464,1.49499,4.00125,4,-4.24105e-14,1.5,4.272,0.475
53.92,0.708325,0.34183,0.581099,0.209169,-0.00717433,0.0996563,0.200064,-0.0717433,1.49484,4.00129,4,-4.25215e-14,1.5,4.272,0.475
53.93,0.707838,0.342282,0.581102,0.210069,-0.00727402,0.0996466,0.200066,-0.0727402,1.4947,4.00132,4,-4.21885e-14,1.5,4.272,0.475
53.94,0.70735,0.342732,0.581104,0.210969,-0.00737369,0.0996369,0.200068,-0.0737369,1.49455,4.00136,4,-4.21885e-14,1.5,4.272,0.475
53.95,0.706862,0.343182,0.581106,0.211869,-0.00747336,0.099627,0.20007,-0.0747336,1.4944,4.0014,4,-4.19664e-14,1.5,4.272,0.475
53.96,0.706373,0.343631,0.581106,0.212768,-0.00757302,0.0996169,0.200072,-0.0757302,1.49425,4.00143,4,-4.19664e-14,1.5,4.272,0.475
53.97,0.705884,0.344079,0.581106,0.213668,-0.00767266,0.0996068,0.200074,-0.0767266,1.4941,4.00147,4,-4.11893e-14,1.5,4.272,0.475
53.98,0.705393,0.344526,0.581104,0.214568,-0.0077723,0.0995965,0.200075,-0.077723,1.49395,4.00151,4,-4.11893e-14,1.5,4.272,0.475
53.99,0.704902,0.344973,0.581102,0.215468,-0.00787193,0.099586,0.200077,-0.0787193,1.49379,4.00155,4,-4.06342e-14,1.5,4.272,0.475
54,0.704411,0.345419,0.581099,0.216368,-0.00797155,0.0995755,0.200079,-0.0797155,1.49363,4.00159,4,-4.04121e-14,1.5,4.272,0.475
54.01,0.703918,0.345864,0.581095,0.217267,-0.00807116,0.0995648,0.200081,-0.0807116,1.49347,4.00163,4,-4.03011e-14,1.5,4.272,0.475
54.02,0.703425,0.346309,0.581091,0.218167,-0.00817076,0.0995539,0.200083,-0.0817076,1.49331,4.00167,4,-4.01901e-14,1.5,4.272,0.475
54.03,0.702932,0.346752,0.581085,0.219067,-0.00827035,0.099543,0.200085,-0.0827035,1.49314,4.00171,4,-4.04121e-14,1.5,4.272,0.475
54.04,0.702437,0.347195,0.581078,0.219967,-0.00836993,0.0995319,0.200088,-0.0836993,1.49298,4.00175,4,-3.9968e-14,1.5,4.272,0.475
54.05,0.701942,0.347637,0.581071,0.220867,-0.0084695,0.0995206,0.20009,-0.084695,1.49281,4.00179,4,-3.95239e-14,1.5,4.272,0.475
54.06,0.701446,0.348078,0.581063,0.221767,-0.00856906,0.0995093,0.200092,-0.0856906,1.49264,4.00184,4,-3.90799e-14,1.5,4.272,0.475
54.07,0.70095,0.348519,0.581053,0.222667,-0.00866861,0.0994978,0.200094,-0.0866861,1.49247,4.00188,4,-3.85247e-14,1.5,4.272,0.475
54.08,0.700453,0.348959,0.581043,0.223566,-0.00876815,0.0994861,0.200096,-0.0876815,1.49229,4.00192,4,-3.81917e-14,1.5,4.272,0.475
54.09,0.699955,0.349398,0.581032,0.224466,-0.00886768,0.0994744,0.200098,-0.0886768,1.49212,4.00197,4,-3.81917e-14,1.5,4.272,0.475
54.1,0.699457,0.349836,0.581021,0.225366,-0.0089672,0.0994625,0.2001,-0.089672,1.49194,4.00201,4,-3.79696e-14,1.5,4.272,0.475
54.11,0.698958,0.350273,0.581008,0.226266,-0.00906671,0.0994505,0.200103,-0.0906671,1.49176,4.00205,4,-3.76366e-14,1.5,4.272,0.475
54.12,0.698458,0.35071,0.580994,0.227166,-0.0091662,0.0994383,0.200105,-0.091662,1.49157,4.0021,4,-3.73035e-14,1.5,4.272,0.475
54.13,0.697958,0.351146,0.58098,0.228066,-0.00926569,0.099426,0.200107,-0.0926569,1.49139,4.00215,4,-3.73035e-14,1.5,4.272,0.475
54.14,0.697457,0.351581,0.580964,0.228965,-0.00936516,0.0994136,0.20011,-0.0936516,1.4912,4.00219,4,-3.68594e-14,1.5,4.272,0.475
54.15,0.696955,0.352016,0.580948,0.229865,-0.00946462,0.099401,0.200112,-0.0946462,1.49102,4.00224,4,-3.65263e-14,1.5,4.272,0.475
54.16,0.696452,0.352449,0.580931,0.230765,-0.00956407,0.0993883,0.200114,-0.0956407,1.49082,4.00229,4,-3.66374e-14,1.5,4.272,0.475
54.17,0.695949,0.352882,0.580913,0.231665,-0.00966351,0.0993755,0.200117,-0.0966351,1.49063,4.00233,4,-3.67484e-14,1.5,4.272,0.475
54.18,0.695446,0.353315,0.580894,0.232564,-0.00976294,0.0993625,0.200119,-0.0976294,1.49044,4.00238,4,-3.63043e-14,1.5,4.272,0.475
54.19,0.694941,0.353746,0.580874,0.233464,-0.00986236,0.0993494,0.200122,-0.0986236,1.49024,4.00243,4,-3.61933e-14,1.5,4.272,0.475
54.2,0.694436,0.354176,0.580854,0.234364,-0.00996176,0.0993362,0.200124,-0.0996176,1.49004,4.00248,4,-3.61933e-14,1.5,4.272,0.475
54.21,0.693931,0.354606,0.580832,0.235264,-0.0100612,0.0993229,0.200126,-0.100612,1.48984,4.00253,4,-3.59712e-14,1.5,4.272,0.475
54.22,0.693424,0.355035,0.580809,0.236163,-0.0101605,0.0993094,0.200129,-0.101605,1.48964,4.00258,4,-3.60822e-14,1.5,4.272,0.475
54.23,0.692917,0.355464,0.580786,0.237063,-0.0102599,0.0992957,0.200132,-0.102599,1.48944,4.00263,4,-3.55271e-14,1.5,4.272,0.475
54.24,0.69241,0.355891,0.580762,0.237963,-0.0103593,0.099282,0.200134,-0.103593,1.48923,4.00268,4,-3.56382e-14,1.5,4.272,0.475
54.25,0.691901,0.356318,0.580737,0.238862,-0.0104586,0.0992681,0.200137,-0.104586,1.48902,4.00273,4,-3.54161e-14,1.5,4.272,0.475
54.26,0.691392,0.356744,0.580711,0.239762,-0.0105579,0.0992541,0.200139,-0.105579,1.48881,4.00279,4,-3.4861e-14,1.5,4.272,0.475
54.27,0.690883,0.357169,0.580684,0.240661,-0.0106572,0.0992399,0.200142,-0.106572,1.4886,4.00284,4,-3.4639e-14,1.5,4.272,0.475
54.28,0.690372,0.357594,0.580656,0.241561,-0.0107565,0.0992256,0.200145,-0.107565,1.48838,4.00289,4,-3.43059e-14,1.5,4.272,0.475
54.29,0.689861,0.358017,0.580627,0.24246,-0.0108558,0.0992112,0.200147,-0.108558,1.48817,4.00295,4,-3.41949e-14,1.5,4.272,0.475
54.3,0.68935,0.35844,0.580597,0.24336,-0.0109551,0.0991967,0.20015,-0.109551,1.48795,4.003,4,-3.38618e-14,1.5,4.272,0.475
54.31,0.688838,0.358863,0.580567,0.244259,-0.0110544,0.099182,0.200153,-0.110544,1.48773,4.00305,4,-3.36398e-14,1.5,4.272,0.475
54.32,0.688325,0.359284,0.580535,0.245159,-0.0111536,0.0991672,0.200155,-0.111536,1.48751,4.00311,4,-3.36398e-14,1.5,4.272,0.475
54.33,0.687811,0.359705,0.580503,0.246058,-0.0112529,0.0991522,0.200158,-0.112529,1.48728,4.00316,4,-3.35287e-14,1.5,4.272,0.475
54.34,0.687297,0.360125,0.580469,0.246957,-0.0113521,0.0991371,0.200161,-0.113521,1.48706,4.00322,4,-3.31957e-14,1.5,4.272,0.475
54.35,0.686782,0.360544,0.580435,0.247857,-0.0114513,0.0991219,0.200164,-0.114513,1.48683,4.00328,4,-3.31957e-14,1.5,4.272,0.475
54.36,0.686267,0.360962,0.5804,0.248756,-0.0115505,0.0991066,0.200167,-0.115505,1.4866,4.00333,4,-3.33067e-14,1.5,4.272,0.475
54.37,0.685751,0.36138,0.580364,0.249655,-0.0116497,0.0990911,0.20017,-0.116497,1.48637,4.00339,4,-3.28626e-14,1.5,4.272,0.475
54.38,0.685234,0.361797,0.580327,0.250554,-0.0117488,0.0990755,0.200172,-0.117488,1.48613,4.00345,4,-3.26406e-14,1.5,4.272,0.475
54.39,0.684717,0.362213,0.580289,0.251453,-0.011848,0.0990597,0.200175,-0.11848,1.4859,4.00351,4,-3.24185e-14,1.5,4.272,0.475
54.4,0.684199,0.362628,0.580251,0.252352,-0.0119471,0.0990439,0.200178,-0.119471,1.48566,4.00357,4,-3.17524e-14,1.5,4.272,0.475
54.41,0.683681,0.363042,0.580211,0.253252,-0.0120463,0.0990279,0.200181,-0.120463,1.48542,4.00363,4,-3.19744e-14,1.5,4.272,0.475
54.42,0.683161,0.363456,0.58017,0.25415,-0.0121454,0.0990117,0.200184,-0.121454,1.48518,4.00369,4,-3.17524e-14,1.5,4.272,0.475
54.43,0.682641,0.363869,0.580129,0.255049,-0.0122445,0.0989954,0.200187,-0.122445,1.48493,4.00375,4,-3.17524e-14,1.5,4.272,0.475
54.44,0.682121,0.364282,0.580087,0.255948,-0.0123436,0.098979,0.20019,-0.123436,1.48469,4.00381,4,-3.10862e-14,1.5,4.272,0.475
54.45,0.6816,0.364693,0.580043,0.256847,-0.0124426,0.0989625,0.200193,-0.124426,1.48444,4.00387,4,-3.08642e-14,1.5,4.272,0.475
54.46,0.681078,0.365104,0.579999,0.257746,-0.0125417,0.0989458,0.200197,-0.125417,1.48419,4.00393,4,-3.08642e-14,1.5,4.272,0.475
54.47,0.680556,0.365514,0.579954,0.258645,-0.0126407,0.098929,0.2002,-0.126407,1.48394,4.00399,4,-3.08642e-14,1.5,4.272,0.475
54.48,0.680033,0.365923,0.579908,0.259543,-0.0127397,0.0989121,0.200203,-0.127397,1.48368,4.00406,4,-3.08642e-14,1.5,4.272,0.475
54.49,0.679509,0.366331,0.579861,0.260442,-0.0128387,0.098895,0.200206,-0.128387,1.48343,4.00412,4,-3.09752e-14,1.5,4.272,0.475
54.5,0.678985,0.366739,0.579813,0.26134,-0.0129377,0.0988778,0.200209,-0.129377,1.48317,4.00418,4,-3.04201e-14,1.5,4.272,0.475
54.51,0.67846,0.367146,0.579764,0.262239,-0.0130367,0.0988605,0.200212,-0.130367,1.48291,4.00425,4,-3.01981e-14,1.5,4.272,0.475
54.52,0.677935,0.367552,0.579714,0.263137,-0.0131356,0.098843,0.200216,-0.131356,1.48265,4.00431,4,-2.9976e-14,1.5,4.272,0.475
54.53,0.677409,0.367957,0.579664,0.264036,-0.0132346,0.0988254,0.200219,-0.132346,1.48238,4.00438,4,-3.07532e-14,1.5,4.272,0.475
54.54,0.676882,0.368362,0.579612,0.264934,-0.0133335,0.0988077,0.200222,-0.133335,1.48212,4.00444,4,-3.0087e-14,1.5,4.272,0.475
54.55,0.676354,0.368766,0.57956,0.265832,-0.0134324,0.0987898,0.200225,-0.134324,1.48185,4.00451,4,-3.0087e-14,1.5,4.272,0.475
54.56,0.675827,0.369169,0.579506,0.26673,-0.0135313,0.0987718,0.200229,-0.135313,1.48158,4.00457,4,-2.95319e-14,1.5,4.272,0.475
54.57,0.675298,0.369571,0.579452,0.267628,-0.0136302,0.0987537,0.200232,-0.136302,1.48131,4.00464,4,-2.9643e-14,1.5,4.272,0.475
54.58,0.674769,0.369973,0.579397,0.268526,-0.0137291,0.0987354,0.200235,-0.137291,1.48103,4.00471,4,-2.94209e-14,1.5,4.272,0.475
54.59,0.674239,0.370374,0.579341,0.269424,-0.0138279,0.098717,0.200239,-0.138279,1.48076,4.00478,4,-2.91989e-14,1.5,4.272,0.475
54.6,0.673709,0.370774,0.579283,0.270322,-0.0139267,0.0986985,0.200242,-0.139267,1.48048,4.00485,4,-2.90878e-14,1.5,4.272,0.475
54.61,0.673178,0.371173,0.579225,0.27122,-0.0140255,0.0986798,0.200246,-0.140255,1.4802,4.00491,4,-2.87548e-14,1.5,4.272,0.475
54.62,0.672646,0.371572,0.579166,0.272118,-0.0141243,0.0986611,0.200249,-0.141243,1.47992,4.00498,4,-2.81997e-14,1.5,4.272,0.475
54.63,0.672114,0.371969,0.579107,0.273015,-0.0142231,0.0986421,0.200253,-0.142231,1.47963,4.00505,4,-2.79776e-14,1.5,4.272,0.475
54.64,0.671581,0.372366,0.579046,0.273913,-0.0143219,0.0986231,0.200256,-0.143219,1.47935,4.00512,4,-2.78666e-14,1.5,4.272,0.475
54.65,0.671048,0.372763,0.578984,0.274811,-0.0144206,0.0986039,0.20026,-0.144206,1.47906,4.0052,4,-2.80886e-14,1.5,4.272,0.475
54.66,0.670513,0.373158,0.578921,0.275708,-0.0145193,0.0985846,0.200263,-0.145193,1.47877,4.00527,4,-2.79776e-14,1.5,4.272,0.475
54.67,0.669979,0.373553,0.578858,0.276605,-0.014618,0.0985651,0.200267,-0.14618,1.47848,4.00534,4,-2.77556e-14,1.5,4.272,0.475
54.68,0.669444,0.373947,0.578793,0.277502,-0.0147167,0.0985455,0.200271,-0.147167,1.47818,4.00541,4,-2.74225e-14,1.5,4.272,0.475
54.69,0.668908,0.37434,0.578728,0.2784,-0.0148154,0.0985258,0.200274,-0.148154,1.47789,4.00548,4,-2.76446e-14,1.5,4.272,0.475
54.7,0.668371,0.374732,0.578661,0.279297,-0.014914,0.098506,0.200278,-0.14914,1.47759,4.00556,4,-2.77556e-14,1.5,4.272,0.475
54.71,0.667834,0.375124,0.578594,0.280194,-0.0150127,0.098486,0.200282,-0.150127,1.47729,4.00563,4,-2.74225e-14,1.5,4.272,0.475
54.72,0.667297,0.375515,0.578526,0.281091,-0.0151113,0.0984659,0.200285,-0.151113,1.47699,4.0057,4,-2.72005e-14,1.5,4.272,0.475
54.73,0.666758,0.375905,0.578456,0.281987,-0.0152099,0.0984456,0.200289,-0.152099,1.47668,4.00578,4,-2.66454e-14,1.5,4.272,0.475
