t_s,q_NB_w,q_NB_x,q_NB_y,q_NB_z,omega_BN_B_x_radps,omega_BN_B_y_radps,omega_BN_B_z_radps,H_B_x_Nms,H_B_y_Nms,H_B_z_Nms,H_I_x_Nms,H_I_y_Nms,H_I_z_Nms,H_I_mag_Nms,KE_rot_J
24.28,-0.788516,-0.0193049,-0.518175,-0.330703,-0.022957,-0.0964225,0.200658,-0.22957,-1.44634,4.01315,4,4.88498e-14,1.5,4.272,0.475
24.29,-0.788436,-0.0198939,-0.517737,-0.331544,-0.0228603,-0.0964531,0.200652,-0.228603,-1.4468,4.01304,4,4.95159e-14,1.5,4.272,0.475
24.3,-0.788355,-0.0204833,-0.517299,-0.332384,-0.0227635,-0.0964837,0.200647,-0.227635,-1.44725,4.01293,4,4.90719e-14,1.5,4.272,0.475
24.31,-0.788273,-0.0210731,-0.51686,-0.333224,-0.0226667,-0.096514,0.200641,-0.226667,-1.44771,4.01282,4,4.86278e-14,1.5,4.272,0.475
24.32,-0.78819,-0.0216633,-0.51642,-0.334062,-0.0225699,-0.0965443,0.200636,-0.225699,-1.44816,4.01271,4,4.90719e-14,1.5,4.272,0.475
24.33,-0.788106,-0.0222538,-0.51598,-0.334901,-0.022473,-0.0965744,0.20063,-0.22473,-1.44862,4.01261,4,4.86278e-14,1.5,4.272,0.475
24.34,-0.788021,-0.0228448,-0.515539,-0.335738,-0.0223761,-0.0966044,0.200625,-0.223761,-1.44907,4.0125,4,4.90719e-14,1.5,4.272,0.475
24.35,-0.787936,-0.0234362,-0.515098,-0.336575,-0.0222792,-0.0966343,0.200619,-0.222792,-1.44951,4.01239,4,4.84057e-14,1.5,4.272,0.475
24.36,-0.787849,-0.0240279,-0.514656,-0.337411,-0.0221822,-0.096664,0.200614,-0.221822,-1.44996,4.01228,4,4.86278e-14,1.5,4.272,0.475
24.37,-0.787762,-0.02462,-0.514213,-0.338246,-0.0220853,-0.0966936,0.200609,-0.220853,-1.4504,4.01218,4,4.84057e-14,1.5,4.272,0.475
24.38,-0.787673,-0.0252125,-0.51377,-0.339081,-0.0219883,-0.0967231,0.200603,-0.219883,-1.45085,4.01207,4,4.88498e-14,1.5,4.272,0.475
24.39,-0.787584,-0.0258054,-0.513326,-0.339915,-0.0218912,-0.0967524,0.200598,-0.218912,-1.45129,4.01196,4,4.84057e-14,1.5,4.272,0.475
24.4,-0.787494,-0.0263987,-0.512882,-0.340748,-0.0217942,-0.0967816,0.200593,-0.217942,-1.45172,4.01186,4,4.81837e-14,1.5,4.272,0.475
24.41,-0.787402,-0.0269924,-0.512437,-0.341581,-0.0216971,-0.0968107,0.200588,-0.216971,-1.45216,4.01175,4,4.77396e-14,1.5,4.272,0.475
24.42,-0.78731,-0.0275864,-0.511991,-0.342413,-0.0216,-0.0968397,0.200582,-0.216,-1.45259,4.01165,4,4.77396e-14,1.5,4.272,0.475
24.43,-0.787217,-0.0281809,-0.511545,-0.343244,-0.0215029,-0.0968685,0.200577,-0.215029,-1.45303,4.01154,4,4.75175e-14,1.5,4.272,0.475
24.44,-0.787124,-0.0287757,-0.511098,-0.344074,-0.0214057,-0.0968972,0.200572,-0.214057,-1.45346,4.01144,4,4.75175e-14,1.5,4.272,0.475
24.45,-0.787029,-0.0293709,-0.510651,-0.344904,-0.0213085,-0.0969257,0.200567,-0.213085,-1.45389,4.01134,4,4.72955e-14,1.5,4.272,0.475
24.46,-0.786933,-0.0299665,-0.510203,-0.345733,-0.0212113,-0.0969542,0.200562,-0.212113,-1.45431,4.01123,4,4.75175e-14,1.5,4.272,0.475
24.47,-0.786836,-0.0305625,-0.509754,-0.346562,-0.0211141,-0.0969825,0.200556,-0.211141,-1.45474,4.01113,4,4.70735e-14,1.5,4.272,0.475
24.48,-0.786739,-0.0311588,-0.509305,-0.347389,-0.0210168,-0.0970106,0.200551,-0.210168,-1.45516,4.01103,4,4.68514e-14,1.5,4.272,0.475
24.49,-0.78664,-0.0317555,-0.508856,-0.348216,-0.0209195,-0.0970387,0.200546,-0.209195,-1.45558,4.01093,4,4.72955e-14,1.5,4.272,0.475
24.5,-0.786541,-0.0323527,-0.508405,-0.349043,-0.0208222,-0.0970666,0.200541,-0.208222,-1.456,4.01082,4,4.66294e-14,1.5,4.272,0.475
24.51,-0.786441,-0.0329501,-0.507955,-0.349868,-0.0207248,-0.0970943,0.200536,-0.207248,-1.45641,4.01072,4,4.64073e-14,1.5,4.272,0.475
24.52,-0.786339,-0.033548,-0.507503,-0.350693,-0.0206275,-0.097122,0.200531,-0.206275,-1.45683,4.01062,4,4.68514e-14,1.5,4.272,0.475
24.53,-0.786237,-0.0341462,-0.507051,-0.351517,-0.0205301,-0.0971495,0.200526,-0.205301,-1.45724,4.01052,4,4.68514e-14,1.5,4.272,0.475
24.54,-0.786134,-0.0347448,-0.506599,-0.35234,-0.0204327,-0.0971769,0.200521,-0.204327,-1.45765,4.01042,4,4.70735e-14,1.5,4.272,0.475
24.55,-0.78603,-0.0353438,-0.506146,-0.353163,-0.0203352,-0.0972041,0.200516,-0.203352,-1.45806,4.01032,4,4.66294e-14,1.5,4.272,0.475
24.56,-0.785925,-0.0359432,-0.505692,-0.353985,-0.0202377,-0.0972312,0.200511,-0.202377,-1.45847,4.01023,4,4.66294e-14,1.5,4.272,0.475
24.57,-0.785819,-0.0365429,-0.505238,-0.354806,-0.0201403,-0.0972582,0.200506,-0.201403,-1.45887,4.01013,4,4.66294e-14,1.5,4.272,0.475
24.58,-0.785712,-0.037143,-0.504783,-0.355627,-0.0200427,-0.0972851,0.200502,-0.200427,-1.45928,4.01003,4,4.64073e-14,1.5,4.272,0.475
24.59,-0.785605,-0.0377435,-0.504328,-0.356447,-0.0199452,-0.0973118,0.200497,-0.199452,-1.45968,4.00993,4,4.72955e-14,1.5,4.272,0.475
24.6,-0.785496,-0.0383444,-0.503872,-0.357266,-0.0198476,-0.0973384,0.200492,-0.198476,-1.46008,4.00984,4,4.70735e-14,1.5,4.272,0.475
24.61,-0.785386,-0.0389456,-0.503415,-0.358084,-0.01975,-0.0973649,0.200487,-0.1975,-1.46047,4.00974,4,4.70735e-14,1.5,4.272,0.475
24.62,-0.785276,-0.0395472,-0.502958,-0.358902,-0.0196524,-0.0973912,0.200482,-0.196524,-1.46087,4.00964,4,4.68514e-14,1.5,4.272,0.475
24.63,-0.785165,-0.0401492,-0.502501,-0.359719,-0.0195548,-0.0974174,0.200477,-0.195548,-1.46126,4.00955,4,4.70735e-14,1.5,4.272,0.475
24.64,-0.785052,-0.0407515,-0.502043,-0.360535,-0.0194571,-0.0974435,0.200473,-0.194571,-1.46165,4.00945,4,4.70735e-14,1.5,4.272,0.475
24.65,-0.784939,-0.0413542,-0.501584,-0.361351,-0.0193594,-0.0974694,0.200468,-0.193594,-1.46204,4.00936,4,4.70735e-14,1.5,4.272,0.475
24.66,-0.784825,-0.0419573,-0.501125,-0.362166,-0.0192617,-0.0974952,0.200463,-0.192617,-1.46243,4.00926,4,4.70735e-14,1.5,4.272,0.475
24.67,-0.78471,-0.0425607,-0.500665,-0.36298,-0.019164,-0.0975209,0.200459,-0.19164,-1.46281,4.00917,4,4.66294e-14,1.5,4.272,0.475
24.68,-0.784593,-0.0431645,-0.500205,-0.363793,-0.0190662,-0.0975464,0.200454,-0.190662,-1.4632,4.00908,4,4.66294e-14,1.5,4.272,0.475
24.69,-0.784476,-0.0437686,-0.499744,-0.364606,-0.0189685,-0.0975718,0.200449,-0.189685,-1.46358,4.00898,4,4.68514e-14,1.5,4.272,0.475
24.7,-0.784358,-0.0443732,-0.499282,-0.365418,-0.0188707,-0.0975971,0.200445,-0.188707,-1.46396,4.00889,4,4.64073e-14,1.5,4.272,0.475
24.71,-0.78424,-0.044978,-0.49882,-0.366229,-0.0187728,-0.0976223,0.20044,-0.187728,-1.46433,4.0088,4,4.66294e-14,1.5,4.272,0.475
24.72,-0.78412,-0.0455833,-0.498358,-0.367039,-0.018675,-0.0976473,0.200435,-0.18675,-1.46471,4.00871,4,4.64073e-14,1.5,4.272,0.475
24.73,-0.783999,-0.0461889,-0.497895,-0.367849,-0.0185771,-0.0976722,0.200431,-0.185771,-1.46508,4.00862,4,4.66294e-14,1.5,4.272,0.475
24.74,-0.783877,-0.0467949,-0.497431,-0.368658,-0.0184792,-0.0976969,0.200426,-0.184792,-1.46545,4.00853,4,4.70735e-14,1.5,4.272,0.475
24.75,-0.783755,-0.0474012,-0.496967,-0.369466,-0.0183813,-0.0977216,0.200422,-0.183813,-1.46582,4.00844,4,4.68514e-14,1.5,4.272,0.475
24.76,-0.783631,-0.0480079,-0.496502,-0.370274,-0.0182834,-0.0977461,0.200417,-0.182834,-1.46619,4.00835,4,4.66294e-14,1.5,4.272,0.475
24.77,-0.783507,-0.0486149,-0.496037,-0.371081,-0.0181854,-0.0977704,0.200413,-0.181854,-1.46656,4.00826,4,4.61853e-14,1.5,4.272,0.475
24.78,-0.783381,-0.0492223,-0.495571,-0.371887,-0.0180874,-0.0977946,0.200409,-0.180874,-1.46692,4.00817,4,4.68514e-14,1.5,4.272,0.475
24.79,-0.783255,-0.0498301,-0.495105,-0.372692,-0.0179894,-0.0978187,0.200404,-0.179894,-1.46728,4.00808,4,4.64073e-14,1.5,4.272,0.475
24.8,-0.783128,-0.0504382,-0.494638,-0.373497,-0.0178914,-0.0978427,0.2004,-0.178914,-1.46764,4.00799,4,4.61853e-14,1.5,4.272,0.475
24.81,-0.783,-0.0510467,-0.494171,-0.374301,-0.0177933,-0.0978666,0.200395,-0.177933,-1.468,4.00791,4,4.61853e-14,1.5,4.272,0.475
24.82,-0.78287,-0.0516555,-0.493703,-0.375104,-0.0176953,-0.0978903,0.200391,-0.176953,-1.46835,4.00782,4,4.57412e-14,1.5,4.272,0.475
24.83,-0.78274,-0.0522647,-0.493235,-0.375906,-0.0175972,-0.0979138,0.200387,-0.175972,-1.46871,4.00773,4,4.52971e-14,1.5,4.272,0.475
24.84,-0.782609,-0.0528742,-0.492766,-0.376708,-0.0174991,-0.0979373,0.200382,-0.174991,-1.46906,4.00765,4,4.57412e-14,1.5,4.272,0.475
24.85,-0.782477,-0.0534841,-0.492296,-0.377509,-0.0174009,-0.0979606,0.200378,-0.174009,-1.46941,4.00756,4,4.57412e-14,1.5,4.272,0.475
24.86,-0.782344,-0.0540943,-0.491826,-0.378309,-0.0173028,-0.0979838,0.200374,-0.173028,-1.46976,4.00748,4,4.55191e-14,1.5,4.272,0.475
24.87,-0.782211,-0.0547049,-0.491356,-0.379109,-0.0172046,-0.0980068,0.20037,-0.172046,-1.4701,4.00739,4,4.52971e-14,1.5,4.272,0.475
24.88,-0.782076,-0.0553158,-0.490885,-0.379907,-0.0171064,-0.0980297,0.200365,-0.171064,-1.47045,4.00731,4,4.4853e-14,1.5,4.272,0.475
24.89,-0.78194,-0.0559271,-0.490413,-0.380705,-0.0170082,-0.0980525,0.200361,-0.170082,-1.47079,4.00723,4,4.50751e-14,1.5,4.272,0.475
24.9,-0.781803,-0.0565387,-0.489941,-0.381503,-0.0169099,-0.0980752,0.200357,-0.169099,-1.47113,4.00714,4,4.50751e-14,1.5,4.272,0.475
24.91,-0.781666,-0.0571507,-0.489469,-0.382299,-0.0168117,-0.0980977,0.200353,-0.168117,-1.47147,4.00706,4,4.4853e-14,1.5,4.272,0.475
24.92,-0.781527,-0.057763,-0.488996,-0.383095,-0.0167134,-0.0981201,0.200349,-0.167134,-1.4718,4.00698,4,4.44089e-14,1.5,4.272,0.475
24.93,-0.781388,-0.0583756,-0.488522,-0.38389,-0.0166151,-0.0981423,0.200345,-0.166151,-1.47214,4.0069,4,4.44089e-14,1.5,4.272,0.475
24.94,-0.781247,-0.0589886,-0.488048,-0.384684,-0.0165168,-0.0981645,0.200341,-0.165168,-1.47247,4.00681,4,4.4631e-14,1.5,4.272,0.475
24.95,-0.781106,-0.059602,-0.487574,-0.385478,-0.0164184,-0.0981865,0.200337,-0.164184,-1.4728,4.00673,4,4.44089e-14,1.5,4.272,0.475
24.96,-0.780963,-0.0602157,-0.487099,-0.386271,-0.0163201,-0.0982083,0.200333,-0.163201,-1.47312,4.00665,4,4.41869e-14,1.5,4.272,0.475
24.97,-0.78082,-0.0608297,-0.486623,-0.387063,-0.0162217,-0.09823,0.200329,-0.162217,-1.47345,4.00657,4,4.39648e-14,1.5,4.272,0.475
24.98,-0.780676,-0.0614441,-0.486147,-0.387854,-0.0161233,-0.0982516,0.200325,-0.161233,-1.47377,4.00649,4,4.41869e-14,1.5,4.272,0.475
24.99,-0.780531,-0.0620588,-0.48567,-0.388645,-0.0160249,-0.0982731,0.200321,-0.160249,-1.4741,4.00641,4,4.39648e-14,1.5,4.272,0.475
25,-0.780385,-0.0626738,-0.485193,-0.389435,-0.0159264,-0.0982944,0.200317,-0.159264,-1.47442,4.00634,4,4.41869e-14,1.5,4.272,0.475
25.01,-0.780238,-0.0632892,-0.484716,-0.390224,-0.015828,-0.0983157,0.200313,-0.15828,-1.47473,4.00626,4,4.39648e-14,1.5,4.272,0.475
25.02,-0.78009,-0.0639049,-0.484238,-0.391012,-0.0157295,-0.0983367,0.200309,-0.157295,-1.47505,4.00618,4,4.39648e-14,1.5,4.272,0.475
25.03,-0.779941,-0.064521,-0.483759,-0.3918,-0.015631,-0.0983577,0.200305,-0.15631,-1.47536,4.0061,4,4.39648e-14,1.5,4.272,0.475
25.04,-0.779791,-0.0651374,-0.48328,-0.392586,-0.0155325,-0.0983785,0.200301,-0.155325,-1.47568,4.00603,4,4.39648e-14,1.5,4.272,0.475
25.05,-0.77964,-0.0657541,-0.4828,-0.393372,-0.0154339,-0.0983991,0.200298,-0.154339,-1.47599,4.00595,4,4.32987e-14,1.5,4.272,0.475
25.06,-0.779488,-0.0663711,-0.48232,-0.394158,-0.0153354,-0.0984197,0.200294,-0.153354,-1.4763,4.00588,4,4.35207e-14,1.5,4.272,0.475
25.07,-0.779335,-0.0669885,-0.48184,-0.394942,-0.0152368,-0.0984401,0.20029,-0.152368,-1.4766,4.0058,4,4.32987e-14,1.5,4.272,0.475
25.08,-0.779181,-0.0676063,-0.481359,-0.395726,-0.0151382,-0.0984604,0.200286,-0.151382,-1.47691,4.00573,4,4.30767e-14,1.5,4.272,0.475
25.09,-0.779027,-0.0682243,-0.480877,-0.396509,-0.0150396,-0.0984805,0.200283,-0.150396,-1.47721,4.00565,4,4.30767e-14,1.5,4.272,0.475
25.1,-0.778871,-0.0688427,-0.480395,-0.397292,-0.014941,-0.0985005,0.200279,-0.14941,-1.47751,4.00558,4,4.30767e-14,1.5,4.272,0.475
25.11,-0.778715,-0.0694614,-0.479913,-0.398073,-0.0148423,-0.0985204,0.200275,-0.148423,-1.47781,4.0055,4,4.26326e-14,1.5,4.272,0.475
25.12,-0.778557,-0.0700804,-0.47943,-0.398854,-0.0147437,-0.0985402,0.200272,-0.147437,-1.4781,4.00543,4,4.26326e-14,1.5,4.272,0.475
25.13,-0.778399,-0.0706998,-0.478947,-0.399634,-0.014645,-0.0985598,0.200268,-0.14645,-1.4784,4.00536,4,4.21885e-14,1.5,4.272,0.475
25.14,-0.778239,-0.0713195,-0.478463,-0.400413,-0.0145463,-0.0985793,0.200264,-0.145463,-1.47869,4.00529,4,4.24105e-14,1.5,4.272,0.475
25.15,-0.778079,-0.0719395,-0.477978,-0.401192,-0.0144476,-0.0985986,0.200261,-0.144476,-1.47898,4.00521,4,4.19664e-14,1.5,4.272,0.475
25.16,-0.777917,-0.0725599,-0.477494,-0.40197,-0.0143488,-0.0986179,0.200257,-0.143488,-1.47927,4.00514,4,4.24105e-14,1.5,4.272,0.475
25.17,-0.777755,-0.0731805,-0.477008,-0.402747,-0.0142501,-0.0986369,0.200254,-0.142501,-1.47955,4.00507,4,4.21885e-14,1.5,4.272,0.475
25.18,-0.777592,-0.0738015,-0.476522,-0.403523,-0.0141513,-0.0986559,0.20025,-0.141513,-1.47984,4.005,4,4.17444e-14,1.5,4.272,0.475
25.19,-0.777428,-0.0744228,-0.476036,-0.404298,-0.0140525,-0.0986747,0.200247,-0.140525,-1.48012,4.00493,4,4.13003e-14,1.5,4.272,0.475
25.2,-0.777262,-0.0750444,-0.475549,-0.405073,-0.0139537,-0.0986934,0.200243,-0.139537,-1.4804,4.00486,4,4.17444e-14,1.5,4.272,0.475
25.21,-0.777096,-0.0756664,-0.475062,-0.405847,-0.0138549,-0.098712,0.20024,-0.138549,-1.48068,4.0048,4,4.17444e-14,1.5,4.272,0.475
25.22,-0.776929,-0.0762887,-0.474575,-0.40662,-0.013756,-0.0987304,0.200236,-0.13756,-1.48096,4.00473,4,4.15223e-14,1.5,4.272,0.475
25.23,-0.776761,-0.0769112,-0.474087,-0.407393,-0.0136572,-0.0987487,0.200233,-0.136572,-1.48123,4.00466,4,4.15223e-14,1.5,4.272,0.475
25.24,-0.776592,-0.0775342,-0.473598,-0.408164,-0.0135583,-0.0987669,0.20023,-0.135583,-1.4815,4.00459,4,4.15223e-14,1.5,4.272,0.475
25.25,-0.776422,-0.0781574,-0.473109,-0.408935,-0.0134594,-0.0987849,0.200226,-0.134594,-1.48177,4.00453,4,4.15223e-14,1.5,4.272,0.475
25.26,-0.776251,-0.0787809,-0.472619,-0.409706,-0.0133605,-0.0988028,0.200223,-0.133605,-1.48204,4.00446,4,4.13003e-14,1.5,4.272,0.475
25.27,-0.776079,-0.0794048,-0.47213,-0.410475,-0.0132616,-0.0988206,0.20022,-0.132616,-1.48231,4.00439,4,4.10783e-14,1.5,4.272,0.475
25.28,-0.775906,-0.0800289,-0.471639,-0.411244,-0.0131627,-0.0988382,0.200216,-0.131627,-1.48257,4.00433,4,4.13003e-14,1.5,4.272,0.475
25.29,-0.775733,-0.0806534,-0.471148,-0.412011,-0.0130637,-0.0988557,0.200213,-0.130637,-1.48284,4.00426,4,4.08562e-14,1.5,4.272,0.475
25.3,-0.775558,-0.0812782,-0.470657,-0.412778,-0.0129647,-0.0988731,0.20021,-0.129647,-1.4831,4.0042,4,4.04121e-14,1.5,4.272,0.475
25.31,-0.775382,-0.0819033,-0.470165,-0.413545,-0.0128658,-0.0988903,0.200207,-0.128658,-1.48335,4.00414,4,4.01901e-14,1.5,4.272,0.475
25.32,-0.775205,-0.0825287,-0.469673,-0.41431,-0.0127668,-0.0989074,0.200204,-0.127668,-1.48361,4.00407,4,3.9968e-14,1.5,4.272,0.475
25.33,-0.775028,-0.0831544,-0.46918,-0.415075,-0.0126677,-0.0989244,0.2002,-0.126677,-1.48387,4.00401,4,3.9746e-14,1.5,4.272,0.475
25.34,-0.774849,-0.0837804,-0.468687,-0.415839,-0.0125687,-0.0989412,0.200197,-0.125687,-1.48412,4.00395,4,3.9746e-14,1.5,4.272,0.475
25.35,-0.774669,-0.0844067,-0.468194,-0.416602,-0.0124697,-0.098958,0.200194,-0.124697,-1.48437,4.00389,4,3.93019e-14,1.5,4.272,0.475
25.36,-0.774489,-0.0850334,-0.4677,-0.417365,-0.0123706,-0.0989745,0.200191,-0.123706,-1.48462,4.00382,4,3.95239e-14,1.5,4.272,0.475
25.37,-0.774307,-0.0856603,-0.467205,-0.418126,-0.0122715,-0.098991,0.200188,-0.122715,-1.48486,4.00376,4,3.93019e-14,1.5,4.272,0.475
25.38,-0.774125,-0.0862875,-0.46671,-0.418887,-0.0121724,-0.0990073,0.200185,-0.121724,-1.48511,4.0037,4,3.95239e-14,1.5,4.272,0.475
25.39,-0.773941,-0.0869151,-0.466215,-0.419648,-0.0120733,-0.0990235,0.200182,-0.120733,-1.48535,4.00364,4,3.86358e-14,1.5,4.272,0.475
25.4,-0.773757,-0.0875429,-0.465719,-0.420407,-0.0119742,-0.0990395,0.200179,-0.119742,-1.48559,4.00358,4,3.84137e-14,1.5,4.272,0.475
25.41,-0.773571,-0.0881711,-0.465223,-0.421166,-0.0118751,-0.0990554,0.200176,-0.118751,-1.48583,4.00352,4,3.86358e-14,1.5,4.272,0.475
25.42,-0.773385,-0.0887995,-0.464727,-0.421923,-0.0117759,-0.0990712,0.200173,-0.117759,-1.48607,4.00347,4,3.84137e-14,1.5,4.272,0.475
25.43,-0.773198,-0.0894283,-0.46423,-0.42268,-0.0116768,-0.0990869,0.20017,-0.116768,-1.4863,4.00341,4,3.81917e-14,1.5,4.272,0.475
25.44,-0.773009,-0.0900573,-0.463732,-0.423437,-0.0115776,-0.0991024,0.200167,-0.115776,-1.48654,4.00335,4,3.81917e-14,1.5,4.272,0.475
25.45,-0.77282,-0.0906866,-0.463234,-0.424192,-0.0114784,-0.0991178,0.200165,-0.114784,-1.48677,4.00329,4,3.79696e-14,1.5,4.272,0.475
25.46,-0.77263,-0.0913163,-0.462736,-0.424947,-0.0113792,-0.099133,0.200162,-0.113792,-1.487,4.00324,4,3.79696e-14,1.5,4.272,0.475
25.47,-0.772439,-0.0919462,-0.462237,-0.425701,-0.01128,-0.0991481,0.200159,-0.1128,-1.48722,4.00318,4,3.79696e-14,1.5,4.272,0.475
25.48,-0.772247,-0.0925764,-0.461738,-0.426454,-0.0111807,-0.0991631,0.200156,-0.111807,-1.48745,4.00312,4,3.77476e-14,1.5,4.272,0.475
25.49,-0.772053,-0.0932069,-0.461238,-0.427206,-0.0110815,-0.099178,0.200153,-0.110815,-1.48767,4.00307,4,3.75255e-14,1.5,4.272,0.475
25.5,-0.771859,-0.0938378,-0.460738,-0.427958,-0.0109822,-0.0991927,0.200151,-0.109822,-1.48789,4.00301,4,3.69704e-14,1.5,4.272,0.475
25.51,-0.771664,-0.0944689,-0.460238,-0.428709,-0.0108829,-0.0992073,0.200148,-0.108829,-1.48811,4.00296,4,3.69704e-14,1.5,4.272,0.475
25.52,-0.771468,-0.0951002,-0.459737,-0.429459,-0.0107837,-0.0992217,0.200145,-0.107837,-1.48833,4.00291,4,3.65263e-14,1.5,4.272,0.475
25.53,-0.771271,-0.0957319,-0.459236,-0.430208,-0.0106844,-0.099236,0.200143,-0.106844,-1.48854,4.00285,4,3.60822e-14,1.5,4.272,0.475
25.54,-0.771073,-0.0963639,-0.458734,-0.430956,-0.010585,-0.0992502,0.20014,-0.10585,-1.48875,4.0028,4,3.60822e-14,1.5,4.272,0.475
25.55,-0.770874,-0.0969961,-0.458232,-0.431704,-0.0104857,-0.0992643,0.200137,-0.104857,-1.48896,4.00275,4,3.5083e-14,1.5,4.272,0.475
25.56,-0.770674,-0.0976287,-0.45773,-0.432451,-0.0103864,-0.0992782,0.200135,-0.103864,-1.48917,4.0027,4,3.57492e-14,1.5,4.272,0.475
25.57,-0.770473,-0.0982615,-0.457227,-0.433197,-0.010287,-0.099292,0.200132,-0.10287,-1.48938,4.00264,4,3.56382e-14,1.5,4.272,0.475
25.58,-0.770271,-0.0988946,-0.456723,-0.433942,-0.0101877,-0.0993057,0.20013,-0.101877,-1.48958,4.00259,4,3.55271e-14,1.5,4.272,0.475
25.59,-0.770068,-0.099528,-0.45622,-0.434687,-0.0100883,-0.0993192,0.200127,-0.100883,-1.48979,4.00254,4,3.4972e-14,1.5,4.272,0.475
25.6,-0.769864,-0.100162,-0.455715,-0.435431,-0.0099889,-0.0993326,0.200125,-0.099889,-1.48999,4.00249,4,3.4972e-14,1.5,4.272,0.475
25.61,-0.76966,-0.100796,-0.455211,-0.436174,-0.0098895,-0.0993458,0.200122,-0.098895,-1.49019,4.00244,4,3.475e-14,1.5,4.272,0.475
25.62,-0.769454,-0.10143,-0.454706,-0.436916,-0.00979009,-0.099359,0.20012,-0.0979009,-1.49038,4.0024,4,3.4861e-14,1.5,4.272,0.475
25.63,-0.769247,-0.102064,-0.454201,-0.437657,-0.00969067,-0.099372,0.200117,-0.0969067,-1.49058,4.00235,4,3.44169e-14,1.5,4.272,0.475
25.64,-0.769039,-0.102699,-0.453695,-0.438398,-0.00959123,-0.0993848,0.200115,-0.0959123,-1.49077,4.0023,4,3.40838e-14,1.5,4.272,0.475
25.65,-0.76883,-0.103334,-0.453189,-0.439138,-0.00949178,-0.0993976,0.200113,-0.0949178,-1.49096,4.00225,4,3.41949e-14,1.5,4.272,0.475
25.66,-0.768621,-0.10397,-0.452682,-0.439877,-0.00939232,-0.0994102,0.20011,-0.0939232,-1.49115,4.0022,4,3.38618e-14,1.5,4.272,0.475
25.67,-0.76841,-0.104605,-0.452175,-0.440615,-0.00929285,-0.0994226,0.200108,-0.0929285,-1.49134,4.00216,4,3.28626e-14,1.5,4.272,0.475
25.68,-0.768198,-0.105241,-0.451668,-0.441352,-0.00919337,-0.0994349,0.200106,-0.0919337,-1.49152,4.00211,4,3.28626e-14,1.5,4.272,0.475
25.69,-0.767985,-0.105877,-0.45116,-0.442089,-0.00909388,-0.0994471,0.200103,-0.0909388,-1.49171,4.00207,4,3.28626e-14,1.5,4.272,0.475
25.7,-0.767772,-0.106514,-0.450652,-0.442825,-0.00899437,-0.0994592,0.200101,-0.0899437,-1.49189,4.00202,4,3.29736e-14,1.5,4.272,0.475
25.71,-0.767557,-0.10715,-0.450144,-0.44356,-0.00889486,-0.0994711,0.200099,-0.0889486,-1.49207,4.00198,4,3.28626e-14,1.5,4.272,0.475
25.72,-0.767342,-0.107787,-0.449635,-0.444294,-0.00879533,-0.0994829,0.200097,-0.0879533,-1.49224,4.00193,4,3.24185e-14,1.5,4.272,0.475
25.73,-0.767125,-0.108425,-0.449126,-0.445028,-0.0086958,-0.0994946,0.200094,-0.086958,-1.49242,4.00189,4,3.21965e-14,1.5,4.272,0.475
25.74,-0.766907,-0.109062,-0.448616,-0.44576,-0.00859625,-0.0995061,0.200092,-0.0859625,-1.49259,4.00185,4,3.20854e-14,1.5,4.272,0.475
25.75,-0.766689,-0.1097,-0.448106,-0.446492,-0.00849669,-0.0995175,0.20009,-0.0849669,-1.49276,4.0018,4,3.19744e-14,1.5,4.272,0.475
25.76,-0.766469,-0.110338,-0.447596,-0.447223,-0.00839713,-0.0995288,0.200088,-0.0839713,-1.49293,4.00176,4,3.24185e-14,1.5,4.272,0.475
25.77,-0.766249,-0.110976,-0.447085,-0.447954,-0.00829755,-0.0995399,0.200086,-0.0829755,-1.4931,4.00172,4,3.20854e-14,1.5,4.272,0.475
25.78,-0.766027,-0.111615,-0.446574,-0.448683,-0.00819796,-0.0995509,0.200084,-0.0819796,-1.49326,4.00168,4,3.17524e-14,1.5,4.272,0.475
25.79,-0.765805,-0.112254,-0.446062,-0.449412,-0.00809836,-0.0995618,0.200082,-0.0809836,-1.49343,4.00164,4,3.18634e-14,1.5,4.272,0.475
25.8,-0.765581,-0.112893,-0.44555,-0.45014,-0.00799875,-0.0995726,0.20008,-0.0799875,-1.49359,4.0016,4,3.18634e-14,1.5,4.272,0.475
25.81,-0.765357,-0.113532,-0.445038,-0.450867,-0.00789914,-0.0995832,0.200078,-0.0789914,-1.49375,4.00156,4,3.17524e-14,1.5,4.272,0.475
25.82,-0.765131,-0.114172,-0.444525,-0.451593,-0.00779951,-0.0995936,0.200076,-0.0779951,-1.4939,4.00152,4,3.15303e-14,1.5,4.272,0.475
25.83,-0.764905,-0.114811,-0.444012,-0.452319,-0.00769987,-0.099604,0.200074,-0.0769987,-1.49406,4.00148,4,3.14193e-14,1.5,4.272,0.475
25.84,-0.764677,-0.115452,-0.443499,-0.453043,-0.00760023,-0.0996142,0.200072,-0.0760023,-1.49421,4.00144,4,3.11973e-14,1.5,4.272,0.475
25.85,-0.764449,-0.116092,-0.442985,-0.453767,-0.00750057,-0.0996242,0.20007,-0.0750057,-1.49436,4.00141,4,3.13083e-14,1.5,4.272,0.475
25.86,-0.76422,-0.116733,-0.442471,-0.45449,-0.00740091,-0.0996342,0.200068,-0.0740091,-1.49451,4.00137,4,3.11973e-14,1.5,4.272,0.475
